timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.22,1012.76,35.65,18133.05,865,1268,2455,3800,704,2861,839,2660,1791,4527,400,1240
1000,33.22,1012.76,35.66,17440.85,1073,1329,2494,3795,748,2849,587,2420,1690,4407,400,1280
2000,33.22,1012.76,35.7,16907.68,1667,1746,2779,4051,606,2641,485,2323,1642,4417,400,1416
3000,33.23,1012.76,35.72,16587.42,2641,2196,3272,4292,400,2258,400,2145,1637,4387,400,1706
4000,33.23,1012.76,35.72,16496.28,3875,2660,3846,4748,400,1912,400,1900,1569,4302,625,2041
5000,33.23,1012.75,35.72,16706.08,4906,3163,4101,4788,400,1672,400,1563,1385,3996,829,2378
6001,33.23,1012.76,35.73,17212.31,7271,4041,3272,4327,400,1549,400,1337,1060,3600,1193,2697
7001,33.23,1012.76,35.71,17870.93,8001,4497,2069,3740,400,1642,400,1264,785,3183,1411,2928
8001,33.23,1012.74,35.7,18647.9,4989,3725,1481,3088,400,1831,400,1123,610,2925,886,2734
9001,33.23,1012.74,35.65,19531.75,4405,3414,1180,2939,400,1990,400,1020,400,2637,455,2274
