timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.79,1014.13,32.66,30846.04,400,930,1984,2683,5423,5796,10769,8984,6141,7532,400,1111
1000,32.79,1014.13,32.68,30117.41,400,956,2049,2764,5591,5917,10891,9197,5082,6940,400,967
2000,32.79,1014.13,32.7,29442.99,400,908,2418,2856,5777,5902,10896,9141,4697,6729,400,862
3000,32.79,1014.13,32.71,29116.99,400,870,2798,2990,6049,6082,10421,8736,4580,6659,400,860
4000,32.79,1014.13,32.72,28857.37,400,834,2936,3029,6431,6137,10004,8635,4722,6834,400,870
5000,32.79,1014.13,32.73,28877.18,400,688,2641,2974,6784,6298,10404,8927,5163,7020,400,886
6001,32.79,1014.13,32.72,29238.39,400,554,1226,2323,6240,6097,10688,8972,6501,7790,400,961
7001,32.79,1014.13,32.72,30138.98,400,562,400,1616,4239,5270,10086,8590,8638,9152,400,1030
8001,32.79,1014.13,32.68,31971.11,400,631,400,1492,3095,4583,9419,8094,10763,10075,400,1140
9001,32.79,1014.13,32.59,34543.46,400,556,400,1331,2948,4512,7613,6930,10809,10109,400,1190
