timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.45,1024.73,29.19,131656.73,400,5,400,10,400,47,400,135,400,36,400,7
1000,33.45,1024.73,29.18,131863.25,400,0,400,3,400,49,400,136,400,42,400,13
2000,33.45,1024.73,29.19,131966.75,400,8,400,4,400,46,400,134,400,38,400,9
3000,33.46,1024.74,29.2,132591.19,400,4,400,8,400,47,400,135,400,47,400,10
4000,33.46,1024.73,29.19,131966.75,400,5,400,13,400,49,400,140,400,43,400,17
5001,33.46,1024.73,29.19,132591.19,400,2,400,10,400,49,400,141,400,41,400,9
6001,33.46,1024.72,29.18,132591.19,400,9,400,5,400,47,400,142,400,37,400,9
7001,33.46,1024.75,29.18,132278.23,400,4,400,12,400,47,400,138,400,28,400,12
8001,33.46,1024.75,29.18,131759.9,400,8,400,4,400,48,400,139,400,27,400,13
9001,33.46,1024.75,29.18,131245.62,400,5,400,12,400,51,400,142,400,27,400,8
