timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.21,1024.77,32.78,25029.25,19609,20263,7665,12057,12828,14117,35043,18659,51124,37901,30210,22807
1000,33.21,1024.76,32.8,24764.08,20767,21343,7827,12316,11609,13565,31612,17230,52914,38807,33671,24202
2000,33.21,1024.76,32.82,24648.02,21277,21622,7549,12192,10694,13002,30359,16916,55242,39225,34685,24724
3000,33.22,1024.78,32.81,24561.69,21222,21274,6970,11550,9889,12484,31075,17788,56345,40027,36386,25143
4000,33.22,1024.78,32.82,24662.47,18162,17927,6651,11471,9593,11989,32656,18136,57151,40445,35819,25387
5000,33.22,1024.78,32.8,24895.96,16260,16916,6750,11663,9333,11730,30508,16847,57330,40271,35550,24968
6001,33.22,1024.78,32.79,24955.02,17376,18311,7653,12372,9350,12034,25233,14995,56853,39992,37311,26189
7001,33.22,1024.78,32.78,25118.9,18865,18903,8609,12980,9558,12113,20629,13520,56495,40131,39906,27199
8001,33.22,1024.79,32.76,25073.99,20078,20751,9558,13801,9396,12000,16839,12338,56793,40863,43158,28838
9001,33.22,1024.79,32.76,24691.42,21456,21936,10196,14094,7757,10537,11846,10582,56316,40306,46023,30406
