timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.29,1024.75,32.37,25330.62,9443,13227,21773,26258,11614,14038,4966,5290,30120,28280,4413,8061
1000,33.29,1024.75,32.39,25029.25,11441,14634,20533,24864,11255,13644,5562,5505,29285,27513,8244,10965
2000,33.29,1024.74,32.4,25073.99,13668,15659,19210,23435,11087,13655,5667,5616,28718,26955,11516,13013
3000,33.29,1024.73,32.4,24925.45,16053,16359,18038,22947,10798,13531,5047,5350,28224,26955,16274,14342
4000,33.3,1024.74,32.4,24807.88,17556,17439,17983,22703,10560,13329,4342,4888,27783,26607,18810,14848
5000,33.3,1024.73,32.41,24648.02,18451,19078,18176,22494,9391,12338,3701,4442,27907,26711,18700,14781
6001,33.3,1024.77,32.41,24362.59,18300,18346,18824,23853,8730,11955,3490,4196,27963,27025,17721,14724
7001,33.3,1024.77,32.44,24236.29,16908,17614,18961,23644,9836,12856,3206,4001,27797,27025,17197,14465
8001,33.3,1024.76,32.43,24152.81,15860,16428,18906,23051,9738,12507,2413,3404,28211,26398,17183,14499
9001,33.3,1024.76,32.46,24001.25,15295,16176,19044,23923,5516,9175,1813,2902,29345,28350,16191,14252
