timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.14,1012.57,34.83,180198.79,498,46,485,27,797,127,538,47,513,24,488,41
1000,32.92,1012.57,37.73,44807.02,498,47,496,32,826,145,541,47,516,30,471,39
2000,32.82,1012.56,37.67,47513.84,509,50,514,34,849,164,538,56,516,39,448,39
3000,32.76,1012.56,37.58,50120.04,492,54,545,39,897,192,536,62,498,39,448,35
4000,32.73,1012.57,37.45,51660.06,488,51,588,50,941,211,533,60,510,34,446,40
5000,32.72,1012.53,37.33,51596.64,489,48,620,64,951,231,566,71,514,36,440,40
6001,32.72,1012.52,37.21,49617.14,490,55,666,72,975,250,576,87,523,38,432,37
7001,32.73,1012.57,37.08,46336.76,493,64,695,85,1008,287,596,96,532,50,430,36
8001,32.74,1012.55,36.98,42455.92,505,65,724,99,1031,321,621,102,554,51,423,31
9001,32.76,1012.55,36.88,38353.58,494,68,728,116,1060,367,639,107,560,58,409,29
