timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.9,1024.83,29.41,15825.52,6750,5651,4793,5139,1492,1790,1786,1727,10948,8252,3642,4713
1000,33.9,1024.82,29.43,15695.51,6721,5716,4717,5094,1495,1787,1939,1886,11192,8106,3650,4758
2000,33.9,1024.82,29.43,15695.51,6391,5656,4626,5054,1486,1817,2195,2076,11279,8184,3647,4778
3000,33.9,1024.81,29.43,15625.5,6205,5550,4565,4999,1509,1843,2661,2265,11383,8297,3618,4743
4000,33.9,1024.81,29.44,15602.3,6095,5485,4491,5069,1499,1820,3107,2461,11557,8545,3679,4768
5000,33.9,1024.81,29.45,15602.3,5939,5480,4381,4924,1519,1833,3475,2639,11753,8646,3657,4813
6001,33.9,1024.81,29.43,15556.11,5690,5430,4325,4818,1535,1889,3856,2784,11643,8680,3691,4753
7001,33.9,1024.8,29.43,15510.19,5510,5335,4207,4843,1570,1870,4234,3043,11898,8792,3723,4858
8001,33.9,1024.79,29.45,15329.18,5267,5295,4145,4773,1566,1873,4479,3234,12111,8815,3706,4783
9001,33.91,1024.82,29.45,15076.27,4943,5255,4057,4678,1605,1910,4732,3549,12125,9017,3714,4904
