timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.0,1012.73,36.88,16079.78,10068,5922,3991,4873,4423,6192,4263,5596,5626,6558,5800,7565
1000,33.0,1012.73,36.88,16018.51,10120,6022,4430,5154,4366,6122,4190,5490,5441,6538,5696,7599
2000,33.0,1012.73,36.9,16018.51,10647,6092,4889,5470,4393,6082,3819,5214,4879,6288,5255,7273
3000,33.0,1012.73,36.9,16055.22,11794,6543,5950,5796,4347,5992,3132,4633,4388,5886,4585,6849
4000,33.0,1012.72,36.89,16141.53,15130,6975,6906,6117,4327,6167,2136,3926,3696,5540,4435,6784
5000,33.0,1012.72,36.9,16253.88,17900,7914,7607,6313,4356,6117,1349,2948,3002,5134,4729,7015
6001,33.0,1012.72,36.89,16470.43,19568,8623,8140,6503,4393,6077,717,2413,1963,4277,5244,7194
7001,33.0,1012.72,36.89,16692.82,19871,8713,8203,6563,4548,6182,784,2651,932,2983,4491,6764
8001,33.01,1012.72,36.88,17114.2,15970,7430,7879,6443,4732,6298,1378,3168,623,2667,2536,5576
9001,33.01,1012.71,36.87,17542.76,12924,6854,7392,6393,5221,6619,1825,3665,658,2796,1251,4417
