timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.12,1013.94,31.24,164506.37,400,34,400,4,400,1,400,8,400,9,400,10
1000,32.12,1013.95,31.22,163387.28,400,32,400,0,400,1,400,8,400,12,400,12
2000,32.12,1013.95,31.22,163865.02,400,32,400,5,400,0,400,11,400,10,400,8
3000,32.12,1013.95,31.22,164345.56,400,27,400,6,400,7,400,11,400,8,400,8
4000,32.12,1013.95,31.22,164667.49,400,25,400,0,400,3,400,5,400,11,400,10
5000,32.12,1013.95,31.23,163705.47,400,19,400,4,400,3,400,9,400,14,400,10
6001,32.12,1013.94,31.22,164185.07,400,25,400,8,400,2,400,5,400,14,400,10
7001,32.12,1013.96,31.22,163387.28,400,21,400,4,400,6,400,4,400,11,400,10
8001,32.12,1013.97,31.22,163865.02,400,27,400,5,400,3,400,10,400,12,400,6
9001,32.12,1013.97,31.21,163705.47,400,30,400,3,400,1,400,9,400,13,400,9
