timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.33,1024.74,29.28,142600.16,400,8,400,47,400,36,400,36,400,13,400,7
1000,33.34,1024.74,29.29,142600.16,400,4,400,45,400,37,400,32,400,10,400,10
2000,33.34,1024.74,29.28,142963.94,400,9,400,48,400,38,400,37,400,12,400,11
3000,33.34,1024.79,29.28,143085.61,400,8,400,44,400,39,400,38,400,12,400,12
4000,33.34,1024.78,29.28,142842.47,400,9,400,53,400,39,400,42,400,3,400,7
5001,33.34,1024.78,29.28,143085.61,400,11,400,50,400,41,400,42,400,12,400,9
6001,33.34,1024.78,29.28,143085.61,400,2,400,50,400,40,400,42,400,16,400,12
7001,33.34,1024.78,29.28,143207.49,400,3,400,47,400,38,400,43,400,9,400,4
8001,33.34,1024.78,29.29,143451.87,400,9,400,44,400,39,400,45,400,14,400,10
9001,33.34,1024.78,29.28,143574.37,400,1,400,49,400,39,400,46,400,16,400,9
