timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.18,1012.62,34.37,8334.53,400,307,535,607,3353,3941,6935,6228,10196,9490,1407,3474
1000,33.18,1012.62,34.37,8381.15,400,309,534,608,3417,4026,7109,6232,10219,9378,1413,3429
2000,33.18,1012.62,34.37,8414.78,400,308,543,641,3461,4091,7207,6343,10288,9366,1426,3394
3000,33.18,1012.62,34.38,8462.3,400,303,544,642,3498,4096,7502,6388,10387,9445,1427,3399
4000,33.18,1012.62,34.37,8531.14,400,302,543,669,3593,4181,7653,6428,10497,9513,1467,3434
5000,33.18,1012.62,34.35,8608.16,400,294,547,670,3591,4161,7844,6433,10601,9659,1447,3484
6001,33.18,1012.61,34.35,8737.24,400,300,551,691,3625,4267,8099,6508,10589,9738,1472,3414
7001,33.18,1012.61,34.34,8885.28,400,293,551,696,3723,4322,8354,6553,10607,9603,1482,3590
8001,33.18,1012.62,34.35,9007.38,400,289,546,713,3790,4322,8504,6629,10769,9682,1472,3499
9001,33.18,1012.62,34.33,9101.17,400,287,541,700,3836,4372,8678,6629,10827,9783,1477,3524
