timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.11,1012.55,35.32,11035.63,637,344,717,500,2504,1979,6443,2766,14330,6313,2327,2752
1000,33.11,1012.56,35.3,11070.58,634,347,726,516,2577,2002,7126,2907,14923,6443,2283,2754
2000,33.11,1012.56,35.29,11082.28,625,355,713,500,2590,2002,7618,2983,15488,6393,2263,2768
3000,33.11,1012.55,35.28,11129.32,622,356,710,497,2614,2032,8331,3138,15777,6498,2298,2748
4000,33.11,1012.54,35.26,11200.63,613,345,708,506,2653,2032,8939,3374,15943,6468,2337,2729
5000,33.11,1012.55,35.24,11333.78,614,358,705,513,2666,2060,9506,3610,16301,6599,2327,2794
6001,33.11,1012.55,35.22,11370.64,616,359,708,496,2727,2085,10045,3795,16205,6669,2251,2771
7001,33.11,1012.54,35.21,11321.54,609,360,715,508,2712,2140,10537,3986,16770,6724,2158,2743
8001,33.11,1012.54,35.2,11346.04,598,357,715,504,2757,2161,11024,4317,17073,6754,2121,2718
9001,33.11,1012.54,35.2,11285.0,595,355,717,510,2864,2184,11308,4432,17556,6844,2123,2741
