timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.83,1025.02,32.55,35838.08,2639,3064,4734,5821,1556,2757,581,1013,1871,2805,2023,2884
1000,32.85,1025.0,32.52,35991.37,2857,3274,4793,5836,1871,2930,407,921,1648,2678,1948,2840
2000,32.86,1025.01,32.49,36333.25,2911,3439,4995,5927,2276,3208,400,778,1400,2542,1950,2868
3000,32.87,1025.01,32.46,36874.58,2968,3449,5406,6077,2830,3630,400,675,1193,2420,2036,2965
4000,32.89,1025.0,32.44,37802.23,2891,3439,6008,6298,3345,4046,400,577,950,2290,2254,3001
5000,32.9,1025.03,32.4,38706.41,2764,3379,6784,6528,3758,4362,400,507,820,2168,2531,3203
6001,32.91,1025.01,32.35,39880.43,2487,3123,7485,6784,4030,4588,400,453,768,2090,2693,3284
7001,32.92,1025.02,32.32,40967.71,2263,3123,7873,6874,4165,4733,400,387,769,2108,2776,3444
8001,32.93,1025.0,32.28,42200.42,2044,3001,8238,7065,4285,4843,400,364,819,2099,2614,3344
9001,32.94,1025.01,32.24,43375.06,2048,2985,8528,7216,4295,4924,400,352,873,2175,2484,3279
