timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.65,1014.13,32.77,58816.72,2153,3559,400,1173,400,1234,16687,10413,44232,22598,8487,8894
1000,32.65,1014.13,32.77,60466.68,1331,2706,400,961,400,1289,12207,8815,47425,24097,8551,8860
2000,32.65,1014.12,32.73,63241.52,847,2450,400,808,440,1434,8950,6930,47216,23888,9611,9580
3000,32.65,1014.15,32.69,66598.37,1562,2948,400,648,557,1517,6732,6253,40951,20786,13641,11449
4000,32.65,1014.16,32.63,70214.07,3691,4568,400,572,752,1764,5157,5826,32686,17230,21773,13689
5000,32.65,1014.15,32.56,74706.78,5881,5736,400,524,1113,2064,4256,5255,25619,15220,26846,14938
6001,32.65,1014.15,32.49,78840.63,7584,6308,400,499,1535,2346,3910,5039,21898,14432,25040,14274
7001,32.65,1014.15,32.4,83458.76,8024,6383,400,508,1837,2554,4158,5240,19416,13587,21484,13329
8001,32.65,1014.15,32.33,87452.64,8365,6589,400,514,2175,2752,4756,5701,18300,13430,20657,13239
9001,32.66,1014.15,32.25,90173.09,9002,6624,400,549,2435,2854,6078,6117,18865,13621,19816,13047
