timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.87,1012.63,37.03,30733.39,400,657,3137,3996,49871,33508,57330,42850,57330,46510,13655,11877
1000,32.87,1012.63,37.04,29360.81,508,794,2401,3559,51840,35321,57330,42502,57330,39818,11475,11032
2000,32.87,1012.63,37.06,27974.78,778,940,1580,2886,54168,35600,57330,40759,52765,37587,14178,12282
3000,32.88,1012.63,37.11,26495.04,1354,1167,853,2512,56226,36785,57330,37169,56554,39365,19292,13711
4000,32.88,1012.62,37.16,24807.88,1171,1161,739,2307,57330,38214,57330,36297,57330,42153,23648,15085
5000,32.88,1012.63,37.24,23170.98,1098,1174,1324,2641,57330,39365,57330,36158,57330,44454,23882,15062
6001,32.88,1012.63,37.33,21846.26,687,1040,3353,3805,57330,40306,57330,38667,57330,44279,15832,12304
7001,32.88,1012.62,37.42,21016.13,400,854,6900,5535,57330,40654,57330,39016,57330,45255,10439,10492
8001,32.88,1012.63,37.52,21401.34,400,725,12207,7655,57330,41177,57330,35530,57330,47486,9541,9997
9001,32.88,1012.64,37.57,23481.65,400,676,22656,11359,57330,41386,57330,36681,57330,48637,11777,11685
