timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.02,1025.01,31.86,49471.14,2281,3349,8875,8117,4774,5440,659,893,1084,2235,466,1418
1000,33.03,1025.0,31.86,49066.89,2016,3073,8452,7790,4972,5571,844,1060,1438,2464,574,1506
2000,33.04,1025.05,31.84,48416.9,1589,2833,8412,7734,5157,5656,1240,1270,1752,2694,587,1533
3000,33.04,1025.04,31.82,47621.5,1071,2501,8447,7712,5070,5586,1520,1501,2030,2821,559,1494
4000,33.05,1025.03,31.83,46644.98,856,2415,8464,7959,4764,5510,1728,1718,2330,2976,449,1360
5000,33.05,1025.02,31.83,45881.99,1009,2528,8574,8027,4683,5435,1920,1900,2317,3006,400,1200
6001,33.06,1025.04,31.83,45143.55,1266,2616,8672,8274,4673,5450,2072,2087,2101,2939,400,1008
7001,33.06,1025.03,31.82,44854.79,1320,2632,8846,8466,4636,5510,2241,2193,1928,2838,400,832
8001,33.07,1025.02,31.83,44522.54,1523,2738,9153,8421,4462,5410,2185,2235,1846,2840,400,750
9001,33.07,1025.02,31.81,44522.54,1894,2965,9466,8691,4219,5199,2014,2205,1744,2801,400,658
