timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.15,1012.6,34.47,15969.82,463,628,400,515,1533,2350,7954,6012,22408,12687,2911,5375
1000,33.15,1012.59,34.47,15909.38,470,632,400,517,1533,2348,8012,6047,22807,12755,2918,5395
2000,33.15,1012.6,34.47,15487.33,465,617,400,513,1516,2362,8174,6117,22766,12957,2911,5295
3000,33.15,1012.6,34.47,14915.78,451,625,400,501,1515,2346,8371,6162,22642,12833,2889,5340
4000,33.15,1012.61,34.48,14335.85,454,619,400,513,1507,2330,8568,6157,22449,13081,2838,5285
5000,33.15,1012.6,34.49,13682.55,448,618,400,509,1499,2337,8858,6283,22283,12968,2774,5290
6001,33.15,1012.61,34.49,13013.27,451,618,400,501,1509,2362,8956,6333,22008,12856,2698,5235
7001,33.15,1012.61,34.5,12413.75,451,617,400,504,1501,2337,9252,6393,21732,12800,2599,5250
8001,33.15,1012.6,34.51,11800.4,448,618,400,512,1499,2344,9425,6323,21484,12664,2609,5219
9001,33.15,1012.6,34.51,11260.76,453,607,400,494,1499,2309,9437,6423,21181,12394,2568,5109
