timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.83,1014.01,34.43,9761.93,400,176,400,421,400,643,400,1228,400,2424,400,116
1000,31.84,1013.98,34.33,10198.59,400,178,400,434,400,674,400,1267,400,2424,400,123
2000,31.86,1014.02,34.24,10774.86,400,185,400,453,400,702,400,1311,400,2491,400,122
3000,31.87,1014.02,34.13,11520.53,400,184,400,445,400,729,400,1356,400,2408,400,126
4000,31.89,1014.02,34.03,12275.98,400,192,400,456,400,745,400,1487,400,2452,400,123
5000,31.9,1014.02,33.96,12965.11,400,198,400,468,400,772,400,1556,400,2471,400,126
6001,31.92,1013.99,33.9,13682.55,400,202,400,476,400,772,400,1619,400,2461,400,134
7001,31.94,1014.0,33.84,14345.64,400,207,400,487,400,810,400,1766,400,2475,400,139
8001,31.95,1014.0,33.79,14926.37,400,206,400,480,400,829,400,1886,400,2505,400,140
9001,31.97,1014.0,33.73,15475.92,400,209,400,493,400,855,411,1970,400,2531,400,146
