timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.8,1014.11,32.49,33525.06,775,1577,728,1549,2051,3249,4666,5801,4035,6528,1211,2300
1000,32.8,1014.11,32.49,33392.03,580,1392,658,1501,1683,2916,4798,5902,4231,6624,1601,2593
2000,32.8,1014.11,32.49,33365.55,400,1240,615,1436,1084,2554,5047,6067,4513,6749,1980,2840
3000,32.8,1014.11,32.5,33605.39,400,1132,619,1418,719,2272,5290,6187,4734,6819,2784,3399
4000,32.8,1014.11,32.5,33985.41,400,1050,650,1466,575,2083,5267,6092,4837,6884,3603,4101
5000,32.8,1014.12,32.49,34685.84,400,1021,683,1489,629,2136,4889,5987,4722,6814,4273,4537
6001,32.8,1014.11,32.48,35475.48,400,1045,756,1566,794,2350,4575,5791,4506,6669,4577,5029
7001,32.81,1014.11,32.46,35960.61,400,1048,798,1607,1096,2537,4567,5756,4410,6563,4435,5009
8001,32.81,1014.11,32.46,36713.7,400,1016,802,1591,1364,2676,4550,5776,4369,6669,3952,4848
9001,32.81,1014.11,32.45,37266.51,400,1051,785,1607,1347,2616,4629,5756,4528,6654,3534,4598
