timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.43,1024.97,30.69,33181.35,2656,4191,1895,4387,806,2512,521,1358,400,1526,1969,3419
1000,33.43,1024.97,30.69,33051.03,2678,4242,1919,4477,788,2482,400,1257,400,1422,1997,3504
2000,33.43,1024.97,30.69,33312.71,2668,4211,1927,4397,767,2471,400,1178,400,1344,1960,3469
3000,33.43,1024.96,30.67,33498.37,2901,4332,1997,4542,730,2387,400,1097,400,1336,1965,3464
4000,33.43,1024.96,30.65,33740.13,3304,4723,2060,4628,617,2235,400,1048,400,1336,1974,3534
5000,33.43,1024.96,30.66,34290.09,3664,4878,2175,4648,413,1990,400,959,400,1466,1985,3474
6001,33.43,1024.96,30.64,34571.84,3998,5154,2214,4708,400,1720,400,855,406,1573,1985,3469
7001,33.44,1024.96,30.63,34829.41,4226,5229,2204,4633,400,1542,400,727,537,1753,1963,3404
8001,33.44,1024.96,30.61,35445.59,4425,5435,2121,4613,400,1328,400,653,647,1840,1975,3454
9001,33.44,1024.98,30.6,35899.24,4511,5475,2155,4738,400,1217,400,584,735,1967,1968,3444
