timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.07,1025.06,30.55,156833.52,412,55,415,9,401,6,400,20,405,29,404,38
1000,33.07,1025.05,30.53,156979.96,403,50,411,16,402,9,409,20,420,36,407,34
2000,33.07,1025.06,30.53,157864.35,415,56,413,12,412,4,410,19,402,30,410,37
3000,33.07,1025.06,30.53,156979.96,411,57,404,11,401,7,407,21,411,33,409,35
4000,33.07,1025.06,30.55,158012.72,412,61,411,9,400,5,414,23,419,33,403,38
5000,33.07,1025.06,30.54,158012.72,412,55,407,9,405,3,422,23,416,40,410,39
6001,33.07,1025.05,30.53,157864.35,409,57,402,8,408,5,404,15,415,28,404,38
7001,33.07,1025.05,30.53,158459.5,407,53,400,9,401,6,409,24,413,27,400,34
8001,33.07,1025.06,30.54,159059.16,400,53,404,8,407,4,413,20,413,38,405,34
9001,33.07,1025.06,30.53,159209.78,407,49,407,10,413,5,407,20,409,36,406,39
