timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.39,1024.95,30.16,196472.21,400,70,400,13,400,12,400,23,405,42,401,44
1000,33.39,1024.95,30.16,196589.05,405,76,401,10,400,20,400,20,402,39,400,48
2000,33.39,1024.95,30.17,196589.05,400,72,400,17,400,11,400,20,402,30,400,45
3000,33.39,1024.95,30.15,196589.05,400,73,400,16,400,13,402,20,400,33,400,44
4000,33.39,1024.95,30.14,196122.53,400,76,401,10,400,11,400,19,400,33,400,46
5000,33.39,1024.94,30.16,197410.84,400,71,402,14,400,17,400,18,401,34,400,49
6001,33.39,1024.94,30.15,196355.51,400,74,403,13,400,11,402,27,401,38,400,45
7001,33.4,1024.94,30.15,196122.53,400,76,400,11,400,6,400,23,400,36,400,43
8001,33.4,1024.94,30.15,197057.81,400,75,405,14,400,12,400,19,400,31,400,47
9001,33.4,1024.97,30.15,196589.05,400,75,400,15,400,11,400,18,400,36,400,44
