timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.93,1024.81,29.41,11457.6,3041,3454,2855,3580,1697,2203,3090,2999,15419,10357,3765,5004
1000,33.93,1024.81,29.41,11714.9,3120,3514,2825,3575,1664,2214,3093,2974,15240,10211,3782,4989
2000,33.93,1024.8,29.4,11975.22,3174,3534,2796,3564,1640,2184,3127,2988,15447,10582,3763,5014
3000,33.93,1024.8,29.42,12261.66,3240,3625,2757,3585,1629,2168,3215,3045,15157,10481,3807,5029
4000,33.93,1024.8,29.41,12554.64,3333,3675,2695,3554,1613,2154,3277,3043,15336,10683,3831,5039
5000,33.93,1024.8,29.4,12846.24,3368,3735,2688,3464,1596,2124,3461,3163,15405,10582,3841,5164
6001,33.93,1024.79,29.4,13013.27,3424,3740,2631,3464,1570,2080,3566,3208,15226,10481,3826,5149
7001,33.93,1024.79,29.41,13143.48,3534,3916,2612,3469,1538,2083,3831,3359,15502,10650,3873,5154
8001,33.93,1024.79,29.41,13226.19,3554,3840,2604,3514,1520,2064,4033,3544,15378,10469,3873,5124
9001,33.93,1024.79,29.4,13251.21,3618,3835,2553,3349,1473,2048,4185,3685,15378,10638,3952,5199
