timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.45,1024.76,32.41,23960.25,6199,10289,9952,15006,10109,13542,3733,5039,8620,12023,5632,8725
1000,33.45,1024.75,32.42,23851.59,6014,10109,10126,15040,10207,13610,3952,5074,9002,12237,4896,8229
2000,33.45,1024.75,32.41,23838.08,5475,9704,10178,15141,10363,13903,4271,5415,9130,12237,4641,7689
3000,33.45,1024.75,32.42,23838.08,4879,9209,10317,15400,10543,13858,4835,5922,8956,12158,4428,7351
4000,33.45,1024.75,32.41,23507.91,4592,8691,10387,15422,10242,13610,5985,6363,9211,12496,4273,7160
5000,33.45,1024.75,32.42,23560.62,4371,8184,10369,15253,9558,13182,7317,6849,10004,13092,4030,6900
6001,33.45,1024.76,32.43,23429.29,4172,8151,10271,15141,8667,12394,8574,7543,10282,13036,4040,6824
7001,33.45,1024.76,32.44,23377.17,4280,8252,10306,15242,8383,12316,9483,8151,10178,13115,4295,7070
8001,33.45,1024.75,32.43,23247.87,4496,8511,10259,15220,8360,12237,10242,8972,10346,13081,4781,7667
9001,33.45,1024.75,32.44,23145.46,4788,9029,10091,15062,8140,12169,10960,9468,11030,13621,5261,8184
