timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.55,1014.1,34.38,49210.5,400,1021,419,2138,26874,28140,57330,50763,37370,39086,4356,5686
1000,32.55,1014.1,34.29,48782.15,400,865,480,2175,26612,27931,57330,51251,34954,38145,3826,5370
2000,32.55,1014.1,34.23,47865.54,400,658,775,2547,25936,27339,57330,50519,35819,39016,1966,4016
3000,32.55,1014.1,34.19,48002.2,400,544,1621,3153,26281,27304,57330,50623,40145,40515,1521,3454
4000,32.55,1014.09,34.15,49822.99,400,501,3331,4643,26887,27931,57330,49613,35879,37796,1668,3790
5000,32.55,1014.09,34.09,53809.45,400,485,6020,6248,27094,28106,50170,40306,26598,33090,3071,4924
6001,32.55,1014.09,33.99,58734.53,400,465,10300,8556,25950,27165,25481,28071,24668,31069,4391,5761
7001,32.55,1014.09,33.87,62442.93,400,453,15846,11111,25426,26432,14330,15827,25233,32010,5504,6288
8001,32.55,1014.09,33.77,65867.81,400,456,21126,12946,25330,25875,14358,18206,28362,35217,6912,6739
9001,32.55,1014.09,33.67,69060.42,400,534,23565,13925,25867,26642,19210,22424,35670,38842,7381,6874
