timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.32,1014.21,34.19,37004.3,31135,13925,56226,20855,18796,10075,45187,14837,17707,9107,400,2048
1000,32.32,1014.2,34.16,36459.19,28514,13633,53839,20019,23317,11696,50945,15951,21319,9985,400,1914
2000,32.32,1014.19,34.14,35535.4,30568,14049,50826,18485,29494,13430,53839,16199,9292,6278,400,1946
3000,32.32,1014.18,34.13,34486.83,26364,12721,48051,17823,37221,14769,57330,21413,19003,9636,517,2055
4000,32.33,1014.2,34.13,33767.21,22614,11719,44829,16812,36505,14589,57330,25422,27701,12135,701,2196
5000,32.33,1014.19,34.14,34178.67,18837,10537,45515,17614,42412,15535,57330,28594,31045,12664,848,2332
6001,32.33,1014.19,34.13,35237.79,18176,10301,49722,18520,49394,17892,57330,29430,28280,12090,639,2103
7001,32.34,1014.19,34.08,36114.94,22104,11550,50677,19775,53183,20123,57330,29744,19692,9254,569,1930
8001,32.34,1014.18,34.04,36270.61,20795,11212,50080,19879,53093,20402,57330,30232,11070,6784,718,2115
9001,32.34,1014.18,34.02,36522.48,22449,11798,48201,18729,50707,19461,57330,28698,8389,6062,1778,2784
