timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.46,1014.11,35.58,18747.71,57330,38040,57330,38354,57330,33543,57330,38981,57330,47417,57330,47347
1000,32.46,1014.11,35.58,18764.45,57330,38528,57330,38249,57330,33787,57330,38981,57330,47486,57330,45813
2000,32.46,1014.1,35.58,18781.22,57330,39365,57330,39260,57330,34589,57330,38633,57330,47591,57330,43722
3000,32.46,1014.09,35.57,18814.85,57330,39748,57330,40341,57330,34938,57330,38702,57330,46929,57330,41561
4000,32.47,1014.09,35.56,18781.22,57330,40027,57330,40271,57330,35530,57330,38772,57330,46127,57330,39434
5000,32.47,1014.09,35.56,18647.9,57330,40724,57330,41038,57330,35774,57330,39330,57330,45186,57330,37273
6001,32.47,1014.12,35.57,18631.37,57330,41595,57330,41595,57330,35356,57330,39434,57330,44558,57330,35635
7001,32.47,1014.13,35.57,18565.54,57330,42014,57330,41595,57330,34938,57330,39434,57330,43164,57330,33892
8001,32.47,1014.13,35.57,18532.8,57330,43059,57330,41874,57330,35182,57330,40410,57330,42188,57330,35356
9001,32.47,1014.13,35.58,18565.54,57330,43722,57330,42049,57330,35042,57330,40166,57330,42153,57330,37796
