timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.12,1012.54,34.97,12183.47,564,304,908,930,6031,4437,18934,6744,18176,8106,1975,2718
1000,33.12,1012.54,34.96,12247.37,567,294,913,924,6066,4477,18961,6754,18465,8139,1955,2683
2000,33.12,1012.54,34.98,12319.15,566,295,932,933,6014,4422,18589,6734,18341,8162,1949,2711
3000,33.12,1012.54,34.98,12261.66,575,314,914,921,5979,4427,18479,6789,18893,8488,1933,2685
4000,33.12,1012.55,34.97,12085.39,584,313,911,923,6014,4447,17831,6684,18617,8410,1931,2667
5000,33.13,1012.54,34.97,11873.73,583,330,923,920,5904,4367,17762,6674,19086,8342,1931,2701
6001,33.13,1012.55,34.96,11661.44,580,334,945,935,5806,4397,17735,6543,19306,8443,1918,2669
7001,33.13,1012.55,34.97,11309.34,589,333,942,936,5800,4417,17666,6664,19347,8657,1897,2688
8001,33.13,1012.55,34.97,11000.91,597,344,956,944,5765,4407,17900,6714,19733,8646,1895,2676
9001,33.13,1012.55,34.97,10808.18,610,346,963,935,5551,4357,17735,6749,19857,8567,1867,2662
