timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.11,1012.77,39.11,19477.45,2909,5360,7856,9817,21470,22738,17900,17927,40652,44035,12717,20611
1000,33.11,1012.77,39.18,18831.71,2511,5079,7416,9411,21884,24202,22366,22354,42860,45046,12373,21692
2000,33.11,1012.77,39.26,18354.76,2808,5340,6141,8556,21815,24027,24020,23191,43695,45499,18617,27966
3000,33.11,1012.76,39.33,18164.39,3674,5972,5087,7802,21084,22912,23455,22912,43964,45848,26874,35635
4000,33.11,1012.76,39.38,18290.86,2015,4552,4150,6814,19968,22284,21787,20751,42084,44489,36147,40654
5000,33.11,1012.76,39.43,18483.9,845,2939,3601,6418,18562,20890,17514,16131,37311,41979,27328,34275
6001,33.11,1012.76,39.45,18647.9,489,2514,3775,6553,17128,19600,13365,15051,33909,41003,13089,19740
7001,33.11,1012.76,39.47,18614.87,400,2043,4030,6764,16343,18938,17542,17335,39608,43443,6466,13452
8001,33.11,1012.76,39.49,18402.97,400,1554,4783,7745,17776,20751,11597,13711,43487,45046,6692,14083
9001,33.11,1012.76,39.53,18039.66,400,1524,6616,8950,20409,23295,6298,9704,44262,46092,13158,23226
