timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.21,1014.03,31.18,167789.92,400,22,400,20,400,10,400,19,400,5,400,10
1000,32.21,1014.03,31.18,167622.63,400,23,400,17,400,7,400,20,400,10,400,13
2000,32.21,1014.03,31.18,168293.79,400,25,400,25,400,8,400,17,400,13,401,10
3000,32.21,1014.04,31.18,167455.68,400,26,400,22,400,8,400,15,400,17,400,7
4000,32.21,1014.03,31.17,168125.5,400,24,400,25,400,12,400,20,400,18,400,5
5000,32.21,1014.03,31.19,168293.79,400,20,400,23,400,6,400,19,400,13,400,6
6001,32.21,1014.03,31.18,168293.79,400,17,400,22,400,12,400,22,400,15,406,11
7001,32.21,1014.03,31.17,168462.43,400,22,400,17,400,8,400,16,400,8,400,10
8001,32.21,1014.03,31.16,168631.39,400,19,400,18,400,13,400,22,400,8,400,8
9001,32.21,1014.03,31.17,167789.92,400,21,400,24,400,7,400,13,400,9,400,11
