timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.59,1014.09,34.37,17212.31,57330,29605,57330,39957,57330,35739,57330,32463,57330,37447,52019,23574
1000,32.59,1014.09,34.37,17325.83,57330,29953,57330,39713,57330,35635,57330,31835,57330,37064,55152,24480
2000,32.59,1014.08,34.37,17268.89,57330,31278,57330,39887,57330,35705,57330,31417,57330,36994,57330,26223
3000,32.59,1014.08,34.37,17311.56,57330,32149,57330,39783,57330,35948,57330,30615,57330,35565,57330,28698
4000,32.59,1014.09,34.37,17368.79,57330,32986,57330,40515,57330,35705,57330,30232,57330,33299,57330,30790
5000,32.59,1014.09,34.36,17455.34,57330,33474,57330,40131,57330,36123,57330,30371,57330,31487,57330,32742
6001,32.59,1014.15,34.37,17397.54,57330,34066,57330,40201,57330,35983,57330,31034,57330,30546,57330,33753
7001,32.59,1014.14,34.34,17513.52,57330,33369,57330,40341,57330,36262,57330,31731,57330,29116,57330,33683
8001,32.59,1014.14,34.35,17542.76,57330,33753,57330,39609,57330,36611,57330,32533,57330,26920,57330,33474
9001,32.59,1014.14,34.34,17586.8,57330,32637,57330,39016,57330,36471,57330,32846,56196,25212,57330,32951
