timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.2,1012.8,38.94,23325.28,4528,7441,400,1494,936,3845,5864,10166,26984,38946,8441,15389
1000,33.2,1012.8,38.8,25796.53,2015,5124,400,1322,808,3610,6165,10346,33850,42327,5087,13329
2000,33.2,1012.8,38.65,27409.83,744,3013,400,1196,781,3519,6031,10177,35849,43164,9002,17648
3000,33.2,1012.81,38.54,28143.19,400,2353,400,1171,519,2863,6246,10447,34327,42885,13351,24620
4000,33.2,1012.8,38.44,29713.3,400,1905,400,1381,400,2653,7734,11584,34775,43513,11765,21308
5000,33.2,1012.8,38.3,33051.03,400,1536,473,2050,634,3045,10769,14184,31374,41456,8852,15760
6001,33.2,1012.8,38.13,37700.61,400,1448,902,2618,1397,4703,15102,15839,28031,39609,4756,12428
7001,33.2,1012.8,37.9,41822.89,400,1427,1407,2969,2038,5726,17459,16742,26750,38458,3095,10008
8001,33.2,1012.8,37.69,43918.37,400,1320,1724,3449,2774,6238,18396,17858,25619,37134,3674,11280
9001,33.2,1012.8,37.51,43064.29,400,1644,1907,3705,3183,6468,15832,15827,24406,36750,6043,14330
