timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.47,1024.93,29.97,202118.13,400,68,400,7,400,12,400,6,400,28,400,44
1000,33.47,1024.92,29.97,201994.62,400,74,400,9,400,10,400,5,400,26,400,44
2000,33.48,1024.92,29.96,201625.02,400,69,400,10,400,6,400,3,400,24,400,44
3000,33.48,1024.92,29.96,202365.58,400,75,404,10,400,6,400,5,400,28,400,41
4000,33.48,1024.92,29.97,201379.37,400,73,407,11,400,3,400,4,400,23,400,39
5000,33.48,1024.92,29.97,201748.07,400,68,400,12,400,9,400,4,404,19,400,43
6001,33.48,1024.92,29.98,201871.27,400,67,400,10,400,1,400,9,400,23,400,41
7001,33.48,1024.92,29.97,202118.13,400,69,400,12,400,2,400,5,400,31,400,43
8001,33.48,1024.95,29.99,201994.62,400,67,400,14,400,3,400,5,400,27,400,44
9001,33.48,1024.95,29.98,201748.07,400,63,400,11,400,9,401,7,400,19,400,40
