timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.42,1014.17,35.03,32999.18,400,1063,10844,8432,57330,43966,57330,54423,57330,58710,2015,3549
1000,32.42,1014.16,35.02,32819.0,400,976,11765,9175,57330,44523,57330,54074,57330,58571,2509,3880
2000,32.42,1014.16,35.04,31995.42,400,880,11221,8736,57330,45430,57330,53900,57330,60000,4111,4949
3000,32.42,1014.15,35.06,31445.44,400,817,9865,7520,57330,45081,57330,51948,57330,60000,6726,6112
4000,32.42,1014.15,35.08,31305.06,400,853,8551,6879,57330,44593,57330,52959,57330,60000,9703,7050
5000,32.43,1014.14,35.11,31351.71,827,1263,5690,5876,57330,44663,57330,54771,57330,60000,11701,8781
6001,32.43,1014.14,35.12,31777.93,2945,2371,3466,4603,57330,44489,57330,55503,57330,59861,12607,9051
7001,32.43,1014.15,35.11,31398.5,5447,3339,2411,4011,57330,43722,57330,56584,57330,58153,10815,7948
8001,32.43,1014.21,35.1,30959.53,6269,3825,3213,4643,57330,44558,57330,57107,57330,56410,8383,6824
9001,32.43,1014.21,35.12,30334.55,4783,3284,4832,5721,57330,45290,57330,56723,57330,53621,7259,6493
