timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.73,1024.87,31.71,22818.77,17349,13621,9738,10728,9031,8950,5580,5836,12345,11246,38653,19008
1000,33.73,1024.87,31.72,22622.27,16894,13497,8273,9659,8881,8849,5742,5992,12924,11415,40473,19705
2000,33.74,1024.87,31.75,22381.36,19086,14173,6871,8826,8661,8725,6379,6152,13310,11471,41786,19775
3000,33.74,1024.87,31.75,22239.26,19940,14567,5777,8038,8475,8668,7132,6408,13393,11584,42890,20298
4000,33.74,1024.86,31.76,22239.26,20367,14511,5001,7599,8284,8387,7323,6493,13145,11381,43457,20576
5000,33.74,1024.86,31.77,22122.21,20781,14443,4771,7408,8122,8500,7560,6664,12538,11415,42502,20158
6001,33.74,1024.86,31.77,22122.21,19223,14015,4778,7441,8267,8443,8342,6955,12814,11449,39608,18624
7001,33.74,1024.86,31.77,22029.46,16839,13194,4759,7385,8910,8882,9547,7723,14771,12045,35222,17439
8001,33.74,1024.86,31.77,21983.37,15295,12732,4747,7216,9419,9220,11180,9096,18341,13329,31045,16053
9001,33.74,1024.86,31.78,21960.4,14096,12484,4560,6905,9327,9130,14744,10695,22339,14567,27080,15332
