timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.55,1014.1,33.57,72515.68,400,571,18479,12090,27232,28071,18093,20646,42472,41700,7074,6754
1000,32.55,1014.1,33.46,72703.83,400,802,10427,8545,29852,30511,20064,22982,46619,43234,6443,6594
2000,32.55,1014.1,33.4,69574.84,1215,1386,6889,6614,33760,31835,23207,26084,49006,44802,5389,6378
3000,32.55,1014.1,33.33,64751.62,1984,2087,4415,5631,36386,33230,25991,28907,50796,45499,4724,5987
4000,32.55,1014.09,33.31,60077.76,2403,2436,3375,5089,39190,34624,28688,31347,51273,45604,4143,5666
5000,32.56,1014.1,33.31,55332.44,3338,2782,3237,5034,41010,34973,34297,33474,50408,45116,3299,5109
6001,32.56,1014.09,33.33,51125.94,3255,2870,3998,5666,42054,36367,39250,36123,46321,43094,3466,5285
7001,32.56,1014.09,33.36,47326.59,2828,2688,4653,6022,43785,36820,42651,38110,39996,40271,4558,5992
8001,32.56,1014.09,33.42,44102.52,3493,2988,4224,5616,44531,37413,44143,38528,35819,37866,6194,6634
9001,32.56,1014.08,33.49,41452.05,4067,3279,3726,5164,44769,37657,46082,40480,32239,37169,6524,6674
