timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.65,1014.07,33.05,26214.41,40324,14995,29852,16916,1637,5290,680,3509,507,3474,10450,10109
1000,32.65,1014.07,33.02,30203.89,42442,15749,32298,18067,2899,6829,1732,5711,447,3474,9217,9175
2000,32.65,1014.08,32.96,31971.11,34536,14207,30419,17579,4602,9333,3080,6910,400,2911,9205,9400
3000,32.65,1014.08,32.92,31468.95,26488,12664,28348,16131,6622,11111,2516,6298,400,3198,8464,8691
4000,32.65,1014.11,32.88,30312.69,18658,10132,27659,16359,8562,12225,3723,7577,683,4417,4386,6293
5000,32.65,1014.1,32.88,30247.32,10219,6784,27177,15895,9402,12935,4864,9344,1350,5766,2835,5315
6001,32.65,1014.11,32.87,30846.04,7340,5816,27425,16075,9454,12856,6153,10447,2012,6584,2572,5224
7001,32.65,1014.1,32.86,30982.33,4989,5034,27577,16188,9657,13025,8221,11843,2818,7205,2683,5330
8001,32.65,1014.1,32.85,30466.34,4810,4914,28018,16463,10080,13385,10068,13599,3014,7228,1629,4171
9001,32.65,1014.1,32.86,29218.09,6425,5560,28156,16742,10300,13475,11504,14488,2759,6849,1391,3911
