timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,34.0,1024.86,29.31,9403.08,1697,2023,55450,17056,57330,44001,13172,5375,20285,6920,400,639
1000,33.57,1024.87,34.1,7636.65,1461,1914,57330,19426,57330,43687,19113,6253,20946,7070,400,551
2000,33.3,1024.87,34.11,9557.32,1261,1769,57330,21169,57330,44279,25426,7273,22752,7779,400,531
3000,33.13,1024.86,34.02,11309.34,1489,1808,57330,22110,57330,44175,37012,9985,26667,8758,400,556
4000,33.01,1024.84,33.91,12775.96,2158,2080,57330,22772,57330,44349,54705,13205,31761,10030,493,597
5000,32.93,1024.87,33.78,14200.25,2590,2131,57330,19147,57330,45116,57330,16086,37132,10807,400,537
6001,32.88,1024.84,33.63,15613.89,1929,2004,49841,15895,57330,45778,57330,18346,35491,10762,400,506
7001,32.85,1024.86,33.48,17114.2,1724,1854,44680,15321,57330,44279,57330,19426,30807,10233,400,489
8001,32.84,1024.85,33.31,19036.39,1484,1746,46291,15715,57330,35461,57330,21657,33999,10548,688,628
9001,32.83,1024.85,33.12,20705.55,3728,2452,51930,16533,57330,28698,57330,22354,39996,11539,1621,942
