timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.59,1024.94,29.71,46285.78,634,1993,1075,3720,691,2528,400,212,400,837,400,1298
1000,33.59,1024.93,29.72,46083.0,601,1981,1093,3815,740,2579,400,218,400,774,400,1258
2000,33.59,1024.93,29.73,46133.53,517,1875,1134,3830,790,2597,400,223,400,726,400,1200
3000,33.59,1024.94,29.73,46234.92,428,1796,1115,3820,841,2706,400,239,400,665,400,1179
4000,33.59,1024.93,29.72,46387.85,400,1695,1097,3835,915,2752,400,272,400,631,400,1174
5000,33.59,1024.93,29.71,46336.76,400,1669,1029,3760,987,2766,400,335,400,623,400,1144
6001,33.59,1024.93,29.73,46336.76,400,1635,1007,3645,1023,2778,400,387,400,615,400,1123
7001,33.59,1024.92,29.72,46133.53,400,1660,996,3615,1032,2842,400,445,400,610,400,1072
8001,33.59,1024.92,29.73,45732.37,400,1734,984,3559,1024,2798,400,523,400,589,400,1054
9001,33.59,1024.92,29.73,45338.13,405,1746,958,3564,1056,2875,432,574,400,581,400,1037
