timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.13,1012.62,38.09,18039.66,1309,1561,45157,10469,54675,20158,57330,42711,57330,60000,50707,16019
1000,32.14,1012.61,38.05,20364.48,1147,1416,27080,7655,49931,17718,57330,33334,57330,57630,57330,23714
2000,32.15,1012.65,37.95,22453.09,3846,2200,10960,5179,49334,17753,57330,35635,57330,50867,57330,25875
3000,32.16,1012.63,37.82,24069.91,8817,3029,4484,3444,52407,19008,57330,45221,57330,48811,57330,24794
4000,32.18,1012.64,37.69,24236.29,17707,4914,2021,2658,54645,19879,57330,53795,57330,47556,57330,23714
5000,32.19,1012.63,37.58,23946.61,15653,5129,1173,2200,55242,20716,57330,57874,57330,45674,57270,23435
6001,32.21,1012.64,37.52,23325.28,21622,5977,875,1914,53959,19775,57330,58362,57330,42327,51184,20751
7001,32.22,1012.61,37.5,23069.24,26364,6910,754,1686,50319,18102,57330,58466,57330,42327,49543,20472
8001,32.24,1012.61,37.48,23377.17,25164,6945,651,1464,47753,17683,57330,58153,57330,45360,52019,22215
9001,32.25,1012.62,37.46,23919.39,38116,9648,740,1376,49394,17823,57330,56096,57330,50658,54406,23435
