timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.3,1024.75,32.45,23784.18,15598,16154,19141,24097,3586,6739,1307,2537,31314,28489,14992,13880
1000,33.3,1024.75,32.47,23878.66,15929,16533,19651,24167,2403,6017,964,2332,32895,28942,13751,13644
2000,33.31,1024.75,32.47,24001.25,17294,17265,19816,24690,1593,4994,1606,2773,31911,28663,13034,13396
3000,33.31,1024.75,32.47,24166.68,17790,18346,20450,25282,1729,5330,1822,2955,29404,27199,12593,13227
4000,33.31,1024.74,32.46,24676.94,16232,16638,21195,25631,3875,7520,1988,3113,26543,25352,11302,12507
5000,33.31,1024.74,32.45,25224.31,14220,15670,22118,26711,7977,11516,2376,3424,23290,22389,9333,11246
6001,33.31,1024.74,32.44,26279.9,12607,15253,22835,27827,11528,14015,2558,3484,22173,21448,5667,8590
7001,33.31,1024.74,32.41,26970.58,11197,14477,23469,28175,15350,15557,2911,3665,22159,21274,4376,7318
8001,33.31,1024.74,32.39,27481.44,9825,13475,23703,28663,17707,16210,3608,4282,22807,22180,4138,7126
9001,33.31,1024.73,32.36,27845.19,7983,12045,23689,28489,17252,15974,4123,4708,23814,23435,4496,7937
