timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.75,1014.15,32.9,28012.03,3375,3956,790,2524,4803,5646,11076,8466,7132,7982,1116,2724
1000,32.75,1014.15,32.89,28030.7,1948,3004,1386,2888,4359,5420,11586,8837,5632,7065,654,2304
2000,32.75,1014.14,32.89,28162.03,1143,2477,2420,3660,4489,5485,11881,9074,4634,6789,400,2018
3000,32.75,1014.14,32.9,28012.03,638,2092,4033,4593,5018,5927,12193,9152,4008,6273,400,1649
4000,32.75,1014.14,32.89,27808.38,400,1783,5336,5280,6402,6283,11875,9017,3630,6072,400,1365
5000,32.75,1014.14,32.91,27267.72,400,1693,6779,5616,7734,6619,12180,9164,3311,5962,400,1195
6001,32.75,1014.14,32.94,26901.6,400,1667,7572,5912,8875,6854,13048,9344,3422,6022,400,1107
7001,32.75,1014.15,32.94,26561.94,400,1600,7665,5886,9715,7183,13724,9434,4055,6383,400,1162
8001,32.75,1014.15,32.96,26181.78,400,1485,7086,5771,10248,7678,14509,9850,4607,6704,400,1204
9001,32.75,1014.14,32.96,25859.95,400,1346,6084,5420,10798,8162,15874,10222,5128,6920,400,1182
