timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.2,1012.81,38.96,18967.67,22063,18485,4852,6388,6170,9952,9367,13385,22904,34938,8441,16916
1000,33.2,1012.81,39.0,18831.71,24572,20786,4506,6202,4845,8882,9367,12901,23248,34450,12373,24062
2000,33.2,1012.81,39.04,18764.45,25688,22982,4214,5942,4572,8432,8516,12383,23221,34624,14937,25073
3000,33.2,1012.81,39.07,18967.67,24006,21239,3750,5696,4766,8837,8916,12631,23745,34938,13586,24202
4000,33.2,1012.81,39.07,19123.0,17101,15490,2987,5139,5215,9501,8516,12225,23648,35217,12607,22912
5000,33.2,1012.8,39.07,19334.1,13338,14679,2096,4542,5672,9794,7844,11584,23441,34763,10549,18694
6001,33.2,1012.8,39.06,19227.97,13200,14387,1387,3519,5001,9344,8064,11663,23221,34798,17142,28733
7001,33.2,1012.8,39.07,19334.1,10427,12664,746,2824,3301,6518,8904,12653,23207,34833,25537,36506
8001,33.2,1012.8,39.06,19752.03,11238,13374,400,2260,1622,4818,6831,10650,23538,35077,25247,34938
9001,33.2,1012.8,39.03,20932.4,9703,11978,400,1713,1182,4146,5383,9715,24558,36471,13117,22215
