timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.18,1024.95,31.51,29116.99,693,284,752,291,628,147,565,126,1310,673,706,270
1000,33.19,1024.94,31.45,29671.39,693,299,751,305,650,149,581,127,1348,717,699,277
2000,33.21,1024.97,31.41,29903.36,694,294,760,306,650,162,598,135,1362,751,697,292
3000,33.22,1024.98,31.36,30052.87,682,306,763,325,648,160,601,135,1392,780,710,308
4000,33.24,1024.99,31.33,30095.87,689,304,768,344,644,167,610,141,1426,814,716,306
5000,33.25,1024.95,31.3,29713.3,697,304,774,347,647,169,614,145,1451,834,727,326
6001,33.26,1024.93,31.26,29299.47,705,309,777,354,642,177,629,145,1463,849,742,327
7001,33.28,1024.93,31.24,28621.81,705,320,792,370,641,175,644,158,1513,872,765,346
8001,33.29,1024.91,31.21,27716.79,702,322,793,386,645,185,652,162,1527,922,762,358
9001,33.31,1024.91,31.2,27179.65,710,322,800,398,649,190,654,170,1535,938,768,375
