timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.23,1025.0,30.98,56675.41,3711,4673,8012,8635,1525,3128,400,352,1538,2528,2209,3339
1000,33.23,1025.0,30.99,55662.18,4172,4964,8215,8533,1398,3066,400,368,1555,2586,2126,3254
2000,33.23,1025.0,31.0,54471.94,4486,5169,8221,8590,1342,3022,400,388,1569,2574,2195,3334
3000,33.24,1025.02,31.0,53603.58,4675,5330,8371,8770,1284,2946,400,405,1557,2581,2379,3379
4000,33.24,1025.02,31.0,52995.32,4805,5375,8250,8804,1201,2932,400,402,1509,2591,2590,3559
5000,33.24,1025.02,31.0,52335.46,4913,5435,8354,8894,1108,2831,400,389,1459,2551,2840,3690
6001,33.24,1025.01,31.02,51564.99,4859,5445,8244,8668,1046,2752,400,385,1435,2537,3122,3906
7001,33.24,1025.02,31.02,51344.53,4678,5355,8174,8668,953,2713,400,349,1374,2505,3267,4006
8001,33.25,1025.01,31.01,50909.21,4533,5285,8099,8567,989,2720,400,345,1081,2330,3323,4091
9001,33.25,1025.0,31.02,50878.4,4531,5290,8035,8635,848,2542,400,337,704,2027,3257,4131
