timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.13,1012.53,34.89,8579.99,714,577,1323,1276,6593,4929,11562,5821,22366,9884,1664,2491
1000,33.13,1012.53,34.88,8672.22,696,576,1304,1280,6535,4999,11557,5841,21911,10053,1661,2505
2000,33.13,1012.52,34.89,8622.31,694,559,1265,1274,6489,5024,11441,5856,21718,9873,1683,2473
3000,33.13,1012.53,34.88,8579.99,681,579,1246,1280,6477,4878,11348,5811,21608,9850,1664,2489
4000,33.13,1012.53,34.89,8587.02,672,563,1201,1285,6530,4929,11267,5846,21594,9749,1653,2438
5000,33.13,1012.53,34.88,8531.14,681,574,1213,1266,6460,4954,11400,5836,21553,9794,1627,2436
6001,33.13,1012.54,34.88,8572.98,676,566,1217,1296,6495,4883,11487,5826,21429,9760,1583,2408
7001,33.13,1012.54,34.86,8615.23,666,561,1227,1280,6576,4939,11701,5786,20960,9895,1615,2410
8001,33.13,1012.54,34.84,8773.79,678,564,1233,1261,6622,4949,11724,5927,20919,9682,1607,2422
9001,33.13,1012.54,34.83,8923.08,683,572,1249,1281,6732,5024,11945,6102,20809,9659,1624,2447
