timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.05,1012.58,35.87,15141.44,477,124,816,566,2025,1441,3429,1390,4604,2233,986,541
1000,33.05,1012.58,35.86,15487.33,485,133,810,562,2042,1524,3564,1517,4820,2369,1028,581
2000,33.05,1012.58,35.84,15742.54,485,132,815,567,2057,1556,3660,1584,5093,2501,1064,639
3000,33.05,1012.61,35.85,15849.39,477,132,819,579,2055,1545,3655,1651,5580,2607,1099,705
4000,33.06,1012.6,35.83,15718.99,465,125,822,572,2065,1542,3689,1690,5979,2745,1101,774
5000,33.06,1012.59,35.8,15464.54,474,136,830,566,2062,1547,3787,1741,6541,2826,1148,826
6001,33.06,1012.59,35.79,15108.79,487,136,828,571,2074,1563,3807,1810,6912,2953,1181,889
7001,33.07,1012.58,35.78,14604.83,498,137,827,579,2062,1568,3878,1840,7392,3064,1226,924
8001,33.07,1012.57,35.76,14020.26,480,137,830,581,2069,1586,3934,1898,7798,3193,1256,964
9001,33.07,1012.57,35.75,13472.05,487,132,825,583,2066,1600,4008,1940,8174,3499,1307,1015
