timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.97,1012.65,38.52,25987.73,400,996,18576,12237,51721,37238,57330,42327,57330,38946,16301,13171
1000,32.97,1012.64,38.28,28739.11,400,932,12703,10402,47097,34868,57330,41421,57121,38110,18934,13633
2000,32.97,1012.64,38.09,30095.87,400,907,19251,12743,44382,33265,57330,41770,55570,38354,17473,13239
3000,32.97,1012.64,37.93,30203.89,400,885,23290,13835,43308,32602,57330,41073,55510,37657,17748,13475
4000,32.97,1012.64,37.77,30554.84,500,928,19154,12271,41905,32044,57330,38598,56853,38563,18810,13644
5000,32.97,1012.66,37.66,30733.39,572,969,16728,11820,41159,31626,53332,32149,57330,39051,20795,14308
6001,32.97,1012.66,37.59,29671.39,658,981,27177,15400,41756,31591,45187,28663,56882,38563,16660,12653
7001,32.98,1012.67,37.55,27716.79,583,950,46768,22494,42711,32393,44501,28873,56375,38598,9923,10188
8001,32.98,1012.66,37.59,25103.91,400,861,57330,27757,44859,33195,46321,30302,57330,39086,9199,9940
9001,32.98,1012.66,37.66,22893.34,400,694,54675,25875,46142,33996,44322,28245,57330,40306,10421,10818
