timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.14,1012.76,36.17,17931.92,1295,1907,400,576,400,1358,4025,5335,5881,7306,1706,4823
1000,33.14,1012.76,36.17,18039.66,611,1443,400,552,400,1225,4077,5495,6136,7261,1415,4397
2000,33.14,1012.76,36.15,18243.23,400,1175,400,534,400,1126,4150,5500,6553,7678,801,3655
3000,33.14,1012.75,36.14,18451.44,400,1009,400,515,400,1030,4015,5280,7259,8184,597,3223
4000,33.14,1012.75,36.13,18581.95,400,952,400,539,400,976,3657,5049,7242,8128,620,3178
5000,33.14,1012.74,36.11,18831.71,400,874,400,557,400,967,3237,4803,7022,7903,814,3489
6001,33.14,1012.74,36.1,18950.57,400,767,400,597,400,1042,3053,4738,7004,7734,1165,3901
7001,33.14,1012.74,36.09,18916.45,400,683,400,625,400,1137,3203,4969,6929,7667,1370,4096
8001,33.14,1012.74,36.08,18798.02,400,650,400,650,400,1255,3429,5054,6611,7745,1474,4116
9001,33.14,1012.74,36.07,18549.15,400,679,400,729,400,1450,3716,5184,5875,7329,1548,4252
