timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.8,1024.91,29.62,19604.63,3961,3057,4712,4327,2258,2457,1553,2025,5522,5024,2936,3158
1000,33.8,1024.91,29.63,19036.39,4040,3213,4759,4392,2217,2420,1510,1926,5742,4994,2985,3133
2000,33.8,1024.91,29.63,18483.9,4106,3294,4754,4442,2170,2424,1488,1882,5829,5034,3026,3274
3000,33.8,1024.9,29.64,17947.23,4170,3309,4818,4517,2177,2404,1463,1852,5852,5064,3024,3269
4000,33.8,1024.9,29.63,17411.95,4271,3424,4827,4482,2089,2410,1426,1820,6008,5039,3068,3394
5000,33.8,1024.9,29.64,16962.26,4320,3484,4862,4578,2074,2353,1388,1766,6159,5199,3120,3364
6001,33.8,1024.89,29.66,16535.22,4401,3600,4859,4542,2055,2371,1364,1713,6084,5114,3100,3379
7001,33.8,1024.89,29.66,16166.37,4496,3625,4864,4608,2041,2357,1334,1669,6095,5179,3115,3349
8001,33.8,1024.89,29.67,15813.61,4575,3685,4886,4522,2009,2376,1306,1646,6130,5209,3110,3514
9001,33.8,1024.89,29.67,15533.11,4614,3790,4879,4578,1998,2353,1290,1614,6286,5240,3112,3449
