timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.99,1012.73,38.98,18195.85,11012,15411,24889,30650,22090,25945,48081,30755,40682,29744,15970,17265
1000,32.99,1012.72,39.04,18211.61,10178,14511,22035,27130,23731,28106,52288,32916,54734,37378,11782,15625
2000,32.99,1012.72,39.07,18598.4,6373,11302,15378,19810,24448,28210,54943,34798,57330,42955,17638,21413
3000,32.99,1012.72,39.07,19263.22,3750,7824,8707,13565,25316,30267,56345,36576,57330,45953,18355,20542
4000,32.99,1012.72,39.04,19770.61,2477,6333,6761,12304,23634,27339,57330,37203,57330,47312,11898,15737
5000,32.99,1012.75,39.0,20483.57,1826,5510,7456,13002,20175,24097,57330,39539,57330,50833,10972,15152
6001,33.0,1012.75,38.97,21142.98,1423,4768,8354,13520,17101,20786,57330,40236,57330,52680,10033,14589
7001,33.0,1012.74,38.93,21577.12,1079,4272,8487,13452,14399,17858,57330,39748,57330,54283,8788,13497
8001,33.0,1012.74,38.91,22052.57,783,3539,9223,13981,11354,15400,55510,37447,57330,54562,10259,14623
9001,33.0,1012.74,38.87,22671.08,628,3078,10057,14511,9975,14207,50707,35182,57330,54423,13517,16394
