timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.05,1025.08,30.54,149312.22,417,55,400,3,402,4,405,22,406,29,405,27
1000,33.05,1025.07,30.52,149978.2,409,51,411,5,406,4,411,21,406,35,401,26
2000,33.05,1025.07,30.54,150920.61,407,56,400,4,400,5,405,27,404,27,407,32
3000,33.05,1025.07,30.52,150785.25,407,48,407,8,401,0,400,21,418,35,408,30
4000,33.06,1025.08,30.54,150785.25,404,57,400,8,403,7,408,23,403,30,400,29
5001,33.06,1025.08,30.55,151737.87,409,53,413,4,400,3,400,22,415,28,405,32
6001,33.06,1025.08,30.52,151737.87,404,55,405,7,408,4,404,18,413,34,408,34
7001,33.06,1025.08,30.54,152287.64,403,45,407,8,407,2,411,21,416,38,407,28
8001,33.06,1025.08,30.52,152425.7,403,47,401,4,410,5,413,22,409,33,409,32
9001,33.06,1025.08,30.54,153119.81,408,47,405,3,407,3,409,19,411,33,405,33
