timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.63,1024.88,30.18,21037.16,1357,1103,2933,2427,2494,2002,1758,1040,2909,2362,1089,1088
1000,33.63,1024.88,30.18,20932.4,1365,1117,2933,2406,2521,2041,1777,1069,2845,2348,1096,1102
2000,33.63,1024.88,30.18,20787.47,1397,1115,3002,2410,2555,2041,1808,1084,2860,2360,1108,1083
3000,33.63,1024.87,30.18,20483.57,1422,1127,3051,2477,2538,2037,1811,1111,2798,2339,1105,1088
4000,33.63,1024.88,30.18,20034.46,1421,1149,3093,2471,2568,2067,1826,1131,2754,2327,1121,1103
5000,33.63,1024.87,30.18,19549.92,1456,1154,3161,2507,2585,2062,1809,1139,2744,2304,1106,1100
6001,33.63,1024.86,30.19,18933.5,1461,1139,3179,2544,2550,2097,1810,1169,2749,2279,1114,1102
7001,33.63,1024.87,30.19,18402.97,1492,1160,3262,2597,2494,2110,1810,1183,2722,2300,1170,1103
8001,33.63,1024.87,30.17,17795.27,1531,1175,3269,2604,2452,2110,1788,1165,2759,2281,1166,1127
9001,33.64,1024.87,30.18,17411.95,1558,1171,3296,2639,2494,2122,1783,1194,2732,2286,1188,1124
