timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.59,1024.9,31.18,30577.04,7977,7239,57330,37447,49692,29186,12483,10717,8203,9670,53750,21901
1000,33.59,1024.9,31.18,29629.6,8991,8083,57330,36994,52288,30859,14495,11269,7433,9051,52855,21448
2000,33.59,1024.9,31.2,28719.49,10636,9321,57330,37273,54526,31766,14316,11246,6257,8207,51124,20542
3000,33.59,1024.89,31.21,27753.35,10282,8725,57330,37134,57330,33857,13172,10875,6031,8173,49215,20088
4000,33.59,1024.89,31.24,26832.98,8244,7115,57330,36402,57330,35461,12786,10931,5910,7880,47753,19496
5001,33.59,1024.88,31.27,26003.79,6344,6478,57330,36611,57330,36820,14109,11505,6136,8083,46739,19147
6001,33.59,1024.88,31.3,25453.21,5331,6132,57330,35809,57330,38249,16963,12282,7572,9186,45665,18067
7001,33.59,1024.89,31.34,24720.43,5394,6137,57330,35879,57330,39225,20050,13250,9564,10334,44769,17858
8001,33.59,1024.88,31.37,24362.59,7311,6799,57330,35879,57330,40027,22077,14330,11580,11719,43129,17195
9001,33.59,1024.88,31.4,23770.74,10873,8916,57330,35565,57330,39190,24062,14961,15074,12822,42711,16882
