timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.13,1012.54,34.55,12078.45,480,410,1306,1603,6651,5415,10497,5957,20960,11044,1924,3011
1000,33.13,1012.55,34.53,12652.89,485,419,1312,1628,6640,5485,10566,6122,21195,11066,1928,3050
2000,33.13,1012.54,34.51,13251.21,482,408,1310,1626,6535,5465,10763,6077,21580,11302,1923,3038
3000,33.13,1012.54,34.48,13881.36,482,425,1292,1644,6367,5320,10850,6152,22008,11381,1961,3057
4000,33.13,1012.54,34.46,14454.16,480,422,1264,1600,6269,5330,10943,6122,22408,11528,1957,3088
5001,33.13,1012.53,34.45,15065.46,489,428,1255,1589,6176,5310,10780,6082,22835,11618,1985,3061
6001,33.13,1012.53,34.43,15695.51,504,436,1208,1542,6101,5270,10717,6052,23400,11786,1996,3218
7001,33.13,1012.53,34.42,16329.66,516,443,1192,1570,6003,5270,10531,5987,23524,11786,1991,3239
8001,33.13,1012.53,34.4,16839.94,542,449,1186,1501,5864,5194,10224,5947,24006,11831,2044,3173
9001,33.13,1012.53,34.42,17325.83,564,465,1164,1503,5643,5199,9819,5977,24075,11955,2079,3369
