timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.95,1012.7,36.95,16894.09,22159,8342,11429,8308,3971,6017,1018,2909,4435,6212,6327,7498
1000,32.95,1012.69,36.93,17368.79,22945,8578,11082,7926,4256,6132,1259,3098,3480,5626,5539,7149
2000,32.95,1012.73,36.94,17886.14,22780,8894,11064,8061,4452,6177,1798,3875,2180,4733,4609,6774
3000,32.96,1012.73,36.93,18386.87,22904,9017,11308,8196,4636,6353,2543,4663,1168,3344,4067,6493
4000,32.96,1012.72,36.91,18882.46,22325,8860,11481,8612,4815,6353,3395,5204,648,2821,2911,5756
5000,32.96,1012.73,36.91,19175.34,21925,8837,11545,8488,5145,6538,4033,5485,528,2697,1451,4507
6001,32.96,1012.72,36.9,19641.27,22532,9164,11516,8623,5632,6664,4388,5786,611,2796,943,3895
7001,32.96,1012.72,36.88,19996.34,23827,9783,11823,8657,5626,6654,4621,5922,754,2960,659,3229
8001,32.96,1012.71,36.85,20443.72,25785,10492,13255,9288,5325,6614,4788,5952,939,3264,400,2701
9001,32.97,1012.71,36.83,20808.05,25633,10391,14551,9772,5064,6574,4847,6072,1317,3590,400,2496
