timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.08,1024.87,32.4,37599.54,22559,7937,57330,37796,57330,43722,57330,34275,57330,16533,400,601
1000,33.09,1024.86,32.27,39918.26,21443,7824,57330,34519,57330,43164,57330,36925,57330,16233,400,566
2000,33.1,1024.87,32.14,41989.84,18507,7000,57330,29012,57330,40201,57330,37343,57330,16064,400,590
3000,33.11,1024.85,31.99,43964.27,19113,7050,57330,24306,57330,37029,57330,37134,47097,14094,551,716
4000,33.11,1024.84,31.86,45240.63,20946,7644,54615,22738,57330,35914,57330,37796,35491,12676,554,737
5000,33.12,1024.86,31.73,45583.73,26322,9456,54018,22807,57330,36855,57330,38214,34297,12574,562,750
6001,33.13,1024.85,31.65,45046.89,27976,9670,54257,23226,57330,37273,57330,38389,42562,13756,704,821
7001,33.14,1024.87,31.58,43690.35,21980,8072,54854,23783,57330,37169,57330,39086,50378,14938,782,899
8001,33.14,1024.85,31.57,42370.41,19044,7093,57330,24062,57330,36959,57330,38528,54227,15512,769,903
9001,33.15,1024.84,31.59,40533.57,16935,6859,57330,26607,57330,36123,57330,38493,57330,15996,1308,1107
