timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.56,1024.9,31.63,17426.39,57330,25631,53511,29256,20891,15400,25550,19949,57330,51321,57330,20228
1000,33.56,1024.9,31.69,16921.29,57330,28280,55152,30023,25109,18206,22587,17579,57330,46510,57330,22668
2000,33.56,1024.93,31.76,16666.34,57330,28873,57330,31278,32537,22807,21994,16882,57330,40306,57330,24585
3000,33.56,1024.93,31.83,16587.42,57330,28733,57330,32184,40712,25700,20423,15737,57330,38389,57330,26189
4000,33.56,1024.93,31.88,16626.79,57330,28245,57330,32811,45694,28803,16935,14443,57330,36332,57330,27165
5001,33.56,1024.93,31.91,16799.56,57330,27722,57330,33996,47932,29047,13999,13362,53720,33996,57330,27931
6001,33.56,1024.92,31.93,16962.26,57330,27583,57330,34241,47992,28838,11238,11899,46560,30546,57330,29256
7001,33.57,1024.92,31.95,17086.37,57330,26572,57330,35530,47932,29326,9530,10818,38086,26955,57330,30546
8001,33.57,1024.92,31.96,17170.13,57330,26537,57330,35565,47902,29186,7705,9366,28004,21274,57330,31278
9001,33.57,1024.92,31.98,17268.89,57270,25422,57330,35739,47425,28663,5655,7678,23069,16812,57330,32254
