timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.72,1024.9,29.75,203111.61,400,50,400,6,400,15,400,12,402,6,400,28
1000,33.72,1024.9,29.74,202489.54,400,48,400,5,400,13,400,12,400,5,400,23
2000,33.72,1024.89,29.74,202489.54,400,50,400,4,400,18,400,8,407,11,405,22
3000,33.72,1024.89,29.74,203236.48,400,57,400,5,400,14,400,7,400,13,404,24
4000,33.72,1024.88,29.75,202986.89,400,54,400,7,400,12,400,8,400,10,400,24
5001,33.72,1024.89,29.74,203111.61,405,51,400,5,400,14,400,14,400,11,400,22
6001,33.72,1024.89,29.73,203361.51,400,49,400,5,400,13,400,19,400,12,400,24
7001,33.72,1024.89,29.73,202489.54,400,49,401,4,400,14,400,12,400,16,402,27
8001,33.72,1024.88,29.73,203486.69,400,49,400,5,400,17,405,15,400,8,400,28
9001,33.72,1024.88,29.73,203111.61,400,54,405,8,400,12,402,22,400,7,402,27
