timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.49,1012.75,37.89,19263.22,579,1000,3768,2875,19568,12428,3988,4863,8064,6619,1445,2604
1000,32.5,1012.74,37.94,19604.63,443,915,2732,2685,15323,11122,6379,6007,9269,6945,624,2037
2000,32.51,1012.75,37.93,21423.16,400,792,1958,2431,9628,8184,10149,7847,10109,7464,400,1753
3000,32.52,1012.74,37.86,23757.32,400,684,1800,2369,7775,6930,10433,7408,9448,6930,462,1750
4000,32.53,1012.73,37.75,25345.88,400,628,1900,2383,6454,6563,8927,6719,8690,6734,541,1764
5000,32.53,1012.74,37.68,25764.94,400,607,2042,2468,5522,6228,7694,6298,8713,6834,855,2094
6001,32.54,1012.73,37.63,25407.1,487,727,2158,2544,6084,6483,6732,5957,9246,6970,1873,2729
7001,32.55,1012.74,37.61,25059.06,400,642,1965,2459,8070,7261,6159,5841,10369,7667,3112,3570
8001,32.56,1012.73,37.6,24925.45,400,525,1726,2327,8817,7734,6975,6077,11279,8443,4047,4462
9001,32.56,1012.73,37.59,26279.9,400,443,1527,2214,6964,6724,11012,8500,13696,9636,3947,4598
