timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.66,1014.11,34.04,18598.4,35312,16221,57330,27862,57330,33753,57330,40480,57330,34380,25123,13464
1000,32.66,1014.11,34.04,18386.87,23951,13475,57330,26258,57330,33578,57330,41630,57330,38842,13917,10256
2000,32.66,1014.11,34.06,18419.1,9958,8038,52407,23365,57330,33334,57330,42467,57330,44558,10242,8927
3000,32.66,1014.11,34.08,18386.87,4064,5109,46530,20681,57330,35286,57330,43687,57330,51669,8279,7723
4000,32.66,1014.11,34.06,18747.71,2082,3835,41010,18450,57330,36227,57330,45046,57330,45953,8163,7532
5000,32.66,1014.1,34.04,20325.09,1369,3083,52169,24167,57330,30685,57330,43478,57330,42362,6877,6895
6001,32.66,1014.1,33.94,22843.57,1607,3570,57330,27652,57330,27548,57330,37238,57330,48358,11898,10098
7001,32.67,1014.1,33.8,25422.45,1748,3765,57330,27896,57330,27757,57330,37552,57330,46545,19968,12192
8001,32.67,1014.1,33.65,26953.3,1162,2974,57330,30824,57330,28803,57330,39365,57330,42571,18451,11269
9001,32.67,1014.1,33.51,27771.67,1786,3765,57330,30894,57330,28594,57330,39783,57330,39434,17831,10976
