timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.25,1012.74,35.64,17368.79,400,1145,1304,3015,1649,3499,1449,2704,1520,3630,400,1199
1000,33.25,1012.74,35.64,17226.42,400,1008,884,2780,1707,3605,1616,2817,1604,3740,400,1177
2000,33.25,1012.74,35.63,17383.15,400,871,642,2579,1420,3269,1819,3038,1725,3911,400,1131
3000,33.25,1012.74,35.64,17631.06,400,767,509,2415,874,2868,2384,3539,1824,4146,400,1054
4000,33.25,1012.74,35.61,18322.75,400,650,400,2251,693,2692,3171,4176,1976,4382,400,965
5000,33.25,1012.74,35.58,19351.9,400,578,400,2069,518,2512,3446,4352,1990,4412,400,958
6001,33.25,1012.73,35.53,20725.97,400,552,400,1976,400,2337,3493,4497,1332,3534,400,971
7001,33.25,1012.74,35.48,22215.75,400,524,400,1900,400,2120,3262,4387,697,2814,400,1024
8001,33.25,1012.74,35.43,23932.99,400,501,400,1750,400,2027,2720,4086,525,2729,400,1097
9001,33.25,1012.74,35.38,25484.04,400,472,400,1559,400,1921,2344,3936,649,2881,400,1156
