timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.58,1024.91,31.7,24292.26,57330,37378,57330,42223,19154,14342,1109,3048,20202,15265,57330,28733
1000,33.58,1024.9,31.66,24910.7,57330,35077,57330,42083,19899,14724,686,2644,19403,14882,57330,28768
2000,33.58,1024.9,31.6,26133.0,57330,29221,57330,41526,21415,15062,553,2394,18631,14634,57330,28140
3000,33.58,1024.92,31.55,28030.7,55271,26014,57330,41003,22766,15445,527,2360,19017,14747,57330,27687
4000,33.58,1024.91,31.48,30290.87,43666,20507,57330,40236,25040,16131,535,2401,20299,15040,57330,28071
5000,33.58,1024.91,31.39,32240.59,32328,15839,57330,39121,28307,19670,790,2736,20409,15051,57330,27548
6001,33.58,1024.91,31.3,33233.77,27770,15208,57330,38946,33850,22110,1735,3730,18700,14342,57330,26920
7001,33.58,1024.91,31.25,33471.72,22766,13329,57330,38005,38564,24027,3522,5174,14151,12833,57330,26467
8001,33.59,1024.91,31.2,32793.43,11898,10019,57330,37970,41995,25840,6362,6739,9784,10650,57330,25178
9001,33.59,1024.9,31.19,31539.72,9205,8128,57330,37517,45814,27130,10016,9040,8180,9546,57091,22807
