timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.1,1012.79,38.81,23299.42,822,3103,743,3083,4055,7914,35133,31870,48201,47486,15777,23609
1000,33.1,1012.79,38.86,23325.28,744,2999,795,3153,3866,7802,36654,31975,46888,46441,16218,24759
2000,33.1,1012.78,38.88,23878.66,1009,3549,1109,3605,4634,9164,36923,32811,46918,46441,17721,26363
3000,33.1,1012.77,38.9,24547.36,841,3128,1289,3865,6622,11032,25798,24271,47753,47521,23028,32219
4000,33.1,1012.77,38.88,24518.75,477,2551,1386,3951,8782,12721,17473,16086,47574,47242,28335,37064
5000,33.1,1012.77,38.88,23717.14,400,2341,1567,4257,10526,13768,13972,15197,45545,46685,37162,40933
6001,33.1,1012.77,38.91,22646.65,458,2512,1920,4668,11811,15028,11232,13970,42025,44523,45635,44628
7001,33.11,1012.77,38.94,21823.58,1193,3494,2950,5666,14744,16086,5892,9243,36266,41700,51005,47451
8001,33.11,1012.77,38.98,20870.04,2560,5245,4405,6799,17707,18868,6147,10267,34805,41351,43218,42293
9001,33.11,1012.77,39.05,20111.15,3211,5676,6570,8927,20147,21448,10873,14252,37191,42606,21002,27652
